Melee	"FPVI "	" BxA | Mafia "	(Peach)	"Duck "	(Samus)	" SSBM Winners Quarters "	Xtjo7vjDt_o
Melee	"S@X 144 "	" SPY | Nintendude "	"(Ice Climbers)"	"SPY | MacD "	(Peach)	" SSBM Winners Finals "	WFUi32QSmWc
Melee	"S@X 143 "	" EMG | N0ne "	"(Captain Falcon)"	"CT | The Moon "	(Marth)	" SSBM Grand Finals "	qtuna9hS6uA
Melee	"S@X 143 "	" Hugs "	(Samus)	"CT | The Moon "	(Marth)	" SSBM Losers Finals "	CCXZO6sKwzo
Melee	"S@X 143 "	" SPY | Nintendude "	"(Ice Climbers)"	"EMG | N0ne "	"(Captain falcon)"	" SSBM WS "	hS49FPuy6y8
Melee	"S@X 143 "	" Hugs "	(Samus)	"OES | Milkman "	(Fox)	" SSBM Losers Top 8 "	R0WjiQ8O5EM
Melee	"S@X 143 "	" Zgetto "	(Fox)	"OES | Milkman "	(Fox)	" SSBM Winners Quarters "	5MpjtmBBbLc
Melee	"S@X 143 "	" Hugs "	(Samus)	"CT | The Moon "	(Marth)	" SSBM Winners Quarters "	RgYWLJ-tttk
SS64	"S@X 143 "	" TF | Barksanchez "	(Pikachu)	"LD "	(Fox)	" SSB64 Winners Finals "	3qmSTKbMr3E
Melee	"FPVI Doubles "	" EMG | n0ne & Eddy Mexico "	None	"Mafia & Stango - SSBM Losers Finals - Smash Mele"	None	e	g86jBUnBVMU
Melee	"FPVI Doubles "	" EMG | n0ne & Eddy Mexico "	None	"Mafia & Stango - SSBM Winners Semis - Smash Mele"	None	e	d1mUSNUJkEI
Melee	"FPVI Doubles "	" Bigwenz & MIOM | Juggleguy "	None	"SilentSwag & dizzkidboogie - SSBM - Smash Mele"	None	e	8UcehiT5GsQ
Melee	"FPVI Doubles "	" BigWenz & MIOM | Juggleguy "	None	"Nala & Noodle - SSBM Pools - Smash Mele"	None	e	Upti6fElOns
Melee	"FPVI Doubles "	" Abate & Borp "	None	"Duck & SS | Colbol - SSBM Winners Quarters - Smash Mele"	None	e	eibsk5cnXa4
Melee	"Pound 2016 "	" PG | Plup "	(Sheik)	"VwS | Pofessor Pro "	(Fox)	" SSBM Losers Top 16 "	HsdVA61SMaY
Melee	"Pound 2016 "	" Root | Chudat "	(Icies)	"Tempo | Axe "	"(Falco, Young Link, Pika)"	" SSBM T"	2tJ4TGUbPJs
Melee	"Pound 2016 "	" 20GX Gahtzu "	"(Captain Falcon)"	"MIOM | S2J "	"(Captain Falcon)"	" SSBM T"	7jlyF1B1adk
Melee	"Pound 2016 "	" SPY | Nintendude "	"(Ice Climbers)"	"PG | Plup "	(Samus)	" SSBM Winners Top 32 "	paRm6FrPMkE
Melee	"Apex 2015 "	" Leffen "	(Fox)	"EG | PPMD "	(Marth)	" SSBM Winners Finals "	Gv74JXJBFwk
Melee	"Apex 2015 "	" VGBC | aMSa "	(Yoshi)	"C9 Mango "	(Fox)	" SSBM Losers Quarters "	pTD5sgsoMKA
Melee	"Apex 2015 "	" EG | PPMD "	"(Falco, Marth)"	"[A] Armada "	(Peach)	" SSBM Winners Semis "	IomXcdAAt7E
Melee	"Apex 2015 "	" EMG | Kirbykaze "	(Sheik)	"VGBC | aMSa "	(Yoshi)	" SSBM Losers Top 8 "	s_pDCHqboBk
Melee	"Apex 2015  "	" VGBC | aMSa "	(Yoshi)	"MIOM | SFAT "	(Fox)	" SSBM Losers Bracket "	ds0_wKt7qjE
SSB4	"Apex 2015 "	" ZeRo "	"(Diddy Kong)"	"PL XFIRE | Dabuz "	(Olimar)	" SSB4 Grand Finals "	12vAUFA8O2E
SSB4	"Apex 2015 "	" LLL | Mr. R "	"(Sheik, Captain Falcon)"	"PL XFIRE | Dabuz "	(Rosalina)	" SSB4 Losers Finals"	_laBqsAQxso
SSB4	"Apex 2015 "	" 6WX "	(Sonic)	"PL XFIRE | Dabuz "	(Rosalina)	" SSB4 Losers Semis "	kP8PuxKmicA
SSB4	"Apex 2015 "	" ZeRo "	"(Diddy Kong)"	"LLL | Mr. R "	(Sheik)	" SSB4 Winners Finals "	_eEs6Re5HIY
SSB4	"Apex 2015 "	" 6WX "	(Sonic)	"DtN | Nietono "	(Sheik)	" SSB4 Losers Quarters "	s_6l0SHsKbY
SSB4	"Apex 2015 "	" PL XFIRE | Dabuz "	"(Rosalina, Olimar)"	"PL MVG | Mew2King "	"(Diddy Kong)"	" SSB4 LQ"	tPbDKDUFUNs
SSB4	"Apex 2015 "	" LLL | Mr. R "	(Sheik)	"DtN | Nietono "	"(Red Sheik)"	" SSB4 Winners Semis "	q8uQUsy8xo4
SSB4	"Apex 2015 "	" PL MVG | Mew2King "	"(Diddy Kong)"	"ZeRo "	"(Diddy, Falcon)"	" SSB4 WiS "	OxALn6UDNB8
SSB4	"Apex 2015 "	" Abadango "	(Pacman)	"PL XFire | Dabuz "	(Rosalina)	" SSB4 Losers Top 8 "	S2HEeP4HUVM
SSB4	"Apex 2015 "	" AO MVD | "	"(DHD, Little Mac)"	"6WX "	(Sonic)	" SSB4 Losers Top 8 "	GbnTjUZV5S0
Melee	"VGBC's Salty Suite "	" MOR | Axe "	(Pikachu)	"SilentWolf "	(Fox)	" SSBM "	TsuBR0_htMk
Melee	"VGBC's Salty Suite "	" SS | Colbol "	(Fox)	"Westballz "	(Falco)	" SSBM "	mTCi-M9TBoU
Melee	"Paragon 2015 "	" Liquid' Hungrybox "	(Jigglypuff)	"PL MVG | Mew2King "	"(Marth, puff)"	" SSBM GF "	WvW9Gm2q6BQ
Melee	"Paragon 2015 "	" Leffen "	(Fox)	"PL MVG EMP | Mew2King "	(Marth)	" SSBM Losers Finals "	TwyefSmQPzs
Melee	"Paragon 2015 "	" Liquid' Hungrybox "	(Jigglypuff)	"PL MVG EMP | Mew2King "	(Fox)	" SSBM WF "	Vo8Mjr7Ks14
Melee	"Paragon 2015 "	" Plup "	(Samus)	"PL MVG EMP | Mew2King "	(Sheik)	" SSBM Winners Semis "	uJZDI6v71B8
Melee	"Paragon 2015 "	" Leffen "	(Fox)	"MOR | Axe "	(Pikachu)	" SSBM Losers Top 8 "	c-LDZQBI4fg
Melee	"Paragon 2015 "	" MOR | Axe "	(Pikachu)	"MIOM | SFAT "	(Fox)	" SSBM Losers Bracket "	bsLjbn3Mu-U
Melee	"Paragon 2015 "	" SS | Colbol "	(Fox)	"[A] Armada "	(Peach)	" SSBM Winners Quarters "	SAurUfrnuNY
Melee	"Paragon 2015 "	" MOR | Axe "	"(Pikachu, Falco)"	"PL MVG EMP | Mew2King "	(Sheik)	" SSBM WQ "	mIOq9YoYV0c
Melee	"Paragon 2015 "	" SS | Colbol "	(Fox)	"MIOM | SFAT "	(Orange)	" SSBM Winners Top 32 "	5BQc1a8WUH4
Melee	"Paragon 2015 "	" Westballz "	(Falco)	"COG | Wizzrobe "	"(Captain Falcon)"	" SSBM Losers Top 32 "	6QqoIViiDU4
Melee	"Paragon 2015 "	" Shroomed "	(Sheik)	"MOR | Axe "	(Pikachu)	" SSBM Winners Top 32 "	9DK_m6HoRGo
Melee	"Paragon 2015 "	" Plup "	(Samus)	"VGBC | GimR "	(Falco)	" SSBM Winners Bracket "	TC_LyWFBFeI
Melee	"Paragon 2015 "	" SS | SmashMac "	"(Dr. Mario, Marth)"	"EE | uuaa "	(Fox)	" SSBM Winners Bracket "	3Gof0-KNKWQ
Melee	"Paragon 2015 "	" FRQ | HugS "	(Samus)	"VS | Porkchops "	(Falco)	" SSBM Winners Bracket "	BfHTpMr4i4E
Melee	"Paragon 2015 "	" Plup & Liquid | Hungrybox "	None	"Shroomed & MIOM | SFAT - SSBM Grand Finals - Mele"	None	e	MbEwEIM-FFk
Melee	"Paragon 2015 "	" Shroomed & MIOM | SFAT "	(Fox)	"Leffen & MacD - SSBM Losers Finals - Mele"	None	e	GwnmCf0xbDk
Melee	"Paragon 2015 "	" Shroomed & MIOM | SFAT "	None	"Plup & Liquid' Hungrybox SSBM Winners Finals - Mele"	None	e	aaeyNEO-iHU
Melee	"Paragon 2015 "	" SS | Colbol & HArriet "	None	"[A] Armada & Mew2King - SSBM Losers Quarters - Mele"	None	e	-jeN3YCeq6s
Melee	"Paragon 2015 "	" Gahtzu & COG | Wizzrobe "	None	"MOR | Axe & westballz - SSBM Losers Bracket - Mele"	None	e	nFXNfVQbQRA
Melee	"Paragon 2015 "	" MOR | Axe & Westballz "	None	"SS | Colbol & Harriet - SSBM Losers Top 8 Mele"	None	e	ulzlczJ_PCY
Melee	"Paragon 2015 "	" SS | Flow & SS | Soft "	None	"Lucky & FRQ | HugS - SSBM Losers Top 8 - Mele"	None	e	ndjlUnq1H_U
Melee	"Paragon 2015 "	" Shroomed & MIOM | SFAT "	None	"[A] Armada & PL MVG EMP | Mew2King - SSBM Semis - Mele"	None	e	4EG3D_j-sik
Melee	"Paragon 2015 "	" Shroomed & MIOM | SFAT "	None	"FRQ | HugS & LuCKy - SSBM Quarters - Mele"	None	e	yYpOTKin0Dg
Melee	"Paragon 2015 "	" Liquid' Hungrybox & Plup "	None	"SS | Colbol  & Harriet -SSBM Quarters - Mele"	None	e	ihhmIm4wSYc
Melee	"Paragon 2015 "	" MacD & Leffen "	None	"MOR | Axe & Westballz - SSBM Doubles - Mele"	None	e	WkQMmOYNIDY
Melee	"Paragon 2015 "	" VS | Porkchops & Eliott "	None	"Plup & Liquid' Hungrybox - SSBM Doubles - Mele"	None	e	Z7QIrvn3j6g
Melee	"Paragon 2015 "	" SS | Colbol "	(Fox)	"Articanus "	(Marth)	" SSBM Singles Pools "	nlXqQ1UXaHU
Melee	"Paragon 2015 "	" SS | Colbol "	(Fox)	"C_Rez "	(G&W)	" SSBM Singles Pools "	_vFXU42hSpI
Melee	"Paragon 2015 "	" MIOM | SFAT "	(Fox)	"Lad "	(Green)	" SSBM Singles Pools "	H5cYW84_h0c
Melee	"Paragon 2015 "	" PL MVG EMP | Mew2King "	(Marth)	"GK | FartZ "	(Marth)	" SSBM Singles Pool "	59rxk6DQXjI
Melee	"Paragon 2015 "	" SS | Colbol "	(Fox)	"TC "	(Sheik)	" SSBM Singles Pools "	CXZ42PdUR6k
Melee	"Paragon 2015 "	" SS | KeepSpeedN "	(Fox)	"Lucky "	(Fox)	" SSBM Singles Pools "	MaysMxumyhA
Melee	"Paragon 2015 "	" Prof. "	(Mewtwo)	"COG | Wizzrobe "	"(Captain Falcon)"	" SSBM Singles Pools "	2OZ_4zUYkBo
Melee	"Paragon 2015 "	" SS | PB&J "	(Fox)	Smilez	None	" "	qwCGfEG0v9E
Melee	"Paragon 2015 "	" SS | Soft "	"(Jigglypuff, Fox)"	"Fearless "	"(Puff,  Falco)"	" SSBM Singles Pools "	HxIPW5DrnJ8
Melee	"Paragon 2015 "	" SS | S0ft "	(Jigglypuff)	"SuperRaichuGuy7 "	(Yoshi)	" SSBM Singles Pools "	DXq6xE3G0KE
Melee	"Paragon 2015 "	" ADY_GAwes "	"(Captain Falcon)"	"VS | Porkchops "	(Falco)	" SSBM Singles Pools "	u2bohwWOn1E
Melee	"Paragon 2015 "	" MOR | Axe "	(Pikachu)	"H&V VS | Spider Sense "	(Ganon)	" "	DZbzBzgLlpU
Melee	"Paragon 2015 "	" FRQ | HugS "	(Samus)	"Eikelmann "	(Ganondorf)	" SSBM Singles Pools "	7wLDxabmzbs
Melee	"Paragon 2015 "	" Free Mitch "	(Fox)	"VS | Porkchop "	(Falco)	" SSBM Singles Pools "	ggh623bQyIY
Melee	"Paragon 2015 "	" VS | Blea Gelo "	(Luigi)	"MikeLee "	(Fox)	" SSBM Singles Pools "	nhM45f_zhoE
Melee	"Paragon 2015 "	" Rodi "	(Falco)	"FRQ | HugS "	(Samus)	" SSBM Singles Pools "	5whxJyF38Mg
Melee	"Paragon 2015 "	" Zephili "	"(Dr. Mario)"	"MOR | Axe "	(Pikachu)	" SSBM Singles Pools "	_yOsYJa3Jhc
Melee	"Paragon 2015 "	" VS | Blea Gelo "	(Luigi)	"VGBC | GimR "	(Falco)	" SSBM Singles Pools "	HGSR4wXrVUM
Melee	"Paragon 2015 "	" VS | Blea Gelo "	(Luigi)	"Derdian "	"(Ice Climbers)"	" SSBM Singles Pools "	W4qtcDaSkHk
Melee	"Paragon 2015 "	" EE | uuaa "	(Fox)	"Kpan "	(Falco)	" SSBM Singles Pools "	OZHRAGjSydw
Melee	"Paragon 2015 "	" VGBC | GimR "	(Falco)	"MikeLee "	(Fox)	" SSBM Singles Pools "	Dl2pElXImCs
Melee	"Paragon 2015 "	" AO | Frio "	"(Ice Climbers)"	"EE | uuaa "	(Fox)	" SSBM Singles Pools "	ERaDgkmHvdU
Melee	"Paragon 2015 "	" VGR | FR "	(Marth)	"Westballz "	"(Falco, Falcon)"	" SSBM Singles Pools "	YyybOUExVos
Melee	"KiT 15 "	" IP MVG EMP | Mew2King "	"(Marth, Sheik)"	"GK | Eikelmann "	(Ganondorf)	" SSBM GF "	_HeB18J76P4
Melee	"KiT 15 "	" Iori "	"(Peach, Falcon)"	"GK | Eikelmann "	(GanondorF)	" SSBM Losers Finals "	UoSNBvRCgEY
Melee	"KiT 15 "	" GK | Eikelmann "	(Ganondorf)	"CT | Esam "	"(Samus, Fox)"	" SSBM Losers Semis "	twU5UENHBKc
Melee	"KiT 15 "	" Iori "	(Peach)	"PL MVG EMP | Mew2King "	(Sheik)	" SSBM Winners Finals "	JcWFOaImL1Q
Melee	"KiT 15 "	" Stingers "	(Peach)	"GK | Eikelmann "	"(Ganondorf, Samus)"	" SSBM Losers Quarters "	xY7ZIMbeSzA
Melee	"KiT 15 "	" CT | Esam "	(Samus)	"2KrunkVillain "	(Mario)	" SSBM Losers Quarters "	YXi08m6mIp4
Melee	"KiT 15 "	" CT | Esam "	(Samus)	"Iori "	"(Captain Falcon, Peach)"	" SSBM WS "	FIJsdGYWGU8
Melee	"KiT 15 "	" SS | PB&J "	(Fox)	"Stingers "	(Peach)	" SSBM Losers Top 8 "	2R7Oy6fN2MA
Melee	"KiT 15 "	" GK | Eikelmann "	"(Ganondorf, DK)"	"IP MVG EMP | Mew2King "	"(Sheik, Pichu)"	" SSBM WS Melee"	pcZ1VIrXPGE
SSB4	"KiT 15 "	" CT | Esam "	(Pikachu)	"PL MVG EMP | Mew2King "	"(Diddy Kong)"	" SSB4 Grand Finals"	gpIHdjPaSrQ
SSB4	"iT 15 "	" STVG StaticManny "	(Sonic)	"PL MVG EMP | Mew2King "	"(Diddy Kong)"	" SSB4 Losers FInals"	JdkiiLXQ8RA
SSB4	"Kit 15 "	" CT | Esam "	(Pikachu)	"PL MVG EMP | Mew2King "	"(Diddy Kong)"	" SSB4 Winners Finals"	2263stnMjKI
SSB4	"KiT 15 "	" Reflex "	(Wario)	"CT | Esam "	(Pikachu)	" SSB4 Winners Semis "	mEUcyYAUmLM
SSB4	"KiT 15 "	" STVG StaticManny "	(Sonic)	"PL MVG EMP | Mew2King "	"(Diddy Kong)"	" SSB4 WS "	yEwOJfYn1TA
SSB4	"KiT 15 "	" Jester Kirby "	(Rosalina)	"STVG | Phuzix "	(Sheik)	" SSB4 Losers Top 8 "	e6VpbX48UsE
Melee	"KiT 15 "	" DairDevil "	(Fox)	"CT | Esam "	(Samus)	" SSBM Bracket Pools "	fIvMIOSxsN0
Melee	"KiT 15 "	" Moist "	"(Captain Falcon)"	"SS | PB&J "	"(Fox, Falco)"	" SSBM Bracket Pools "	5kWh0kBxyLU
Melee	"KiT 15 "	" SS | PB&J "	(Fox)	"Iori "	"(Captain Falcon)"	" SSBM Bracket Pools WF "	cBm6nw2HoG4
Melee	"KiT 15 "	" Mew "	(Sheik)	"SS | PB&J "	(Fox)	" SSBM Bracket Pools "	jgBkBr5p1w8
Melee	"KiT 15 "	" SS | PB&J "	(Falco)	"Shonigami "	(Kirby)	" SSBM Bracket Pools "	K9nnbu4EzZk
Melee	"KiT 15 "	" CT | Esam "	(Samus)	"I Heart Ribs "	"(Captain Falcon)"	" SSBM "	1BhOU1YB8-4
SSB4	"KiT 15 "	" Mahgnittoc "	"(Diddy Kong)"	"GG | Broly | Legs "	(Lucina)	" SSB4 Pools LF "	b9yDWVIhucU
SSB4	"KiT 15 "	" Ogopogo "	"(Donkey Kong, Pikachu)"	"VGBC | GimR "	"(Falco, G&W)"	" SSB4 Pools "	XnrFFfhWiv0
SSB4	"KiT 15 "	" VGBC | GimR "	(G&W)	Tasumaki	(Peach)	" SSB4 Bracket Pools "	valFIn0SHwU
SSB4	"KiT 15 "	" VGBC | GimR "	(Falco)	"Mike Chi "	"(Captain Falcon)"	" SSB4 Bracket Pools "	CNktB4ODRxg
SSB4	"KiT 15 "	" VGBC | GimR "	(Falco)	"GG Brolylegs "	(Lucina)	" SSB4 Bracket Pools "	ZPc1H5u_ZyA
SSB4	"KiT 15 "	" Kman "	"(Captain Falcon)"	"SS | PB&J "	(Pac-Man)	" SSB4 Bracket Pools WF "	ZgqtBcm196o
SSB4	"KiT 15 "	" Thriller Man "	(DeDeDe)	"SS | PB&J "	(Pac-Man)	" SSB4 Bracket Pools LF "	c2S_tUI-Ax8
SSB4	"KiT 15 "	" Ichi "	(ZSS)	"UVG | Noel Brown "	(Sheik)	" SSB4 Pool 6 "	NEytn3R1OPE
SSB4	"KiT 15 "	" Beast Infection "	(Charizard)	"GOL 482 | JSalt "	(Fox)	" SSB4 Pools LF "	NiTeZ8E5BpM
SSB4	"KiT 15 "	" Talan "	(Sheik)	"IP MVG EMP | Mew2King "	(DiddyKong)	" SSB4 Singles Pools "	KtDWATwxav8
SSB4	"KiT 15 "	" Reflex & CT | Esam "	None	"Crash & Naryx - SSB4 Doubles - Smash 4 Wii "	None	U	cLuw9U0zVoc
SSB4	"KiT 15 "	" Soda Skurge & Knux "	None	"SS| PB&J & PL MVG EMP | Mew2King - SSB4 Doubles - Smash 4 Wii "	None	U	aX69ymWKk-g
SSB4	"KiT 15 "	" Bushi & Ogopogo "	None	"PL MVG EMP | Mew2King & SS | PB&J - SSB4 Doubles - Smash 4 Wii "	None	U	WjANwJ-96LY
Unknown	"KiT 15 "	" MaxNinja Vs. KiT | Chris Pryor Vs. Brown Yoshi "	None	"Fatchu - MK8 - Mario Kart "	None	8	L126Kvxt6wI
Melee	"Sweet Prologue "	" Duck "	(Samus)	"FRQ | HugS "	(Pink)	" SSBM Losers Finals "	KLIuQOdMiXA
Melee	"Sweet Prologue "	" FRQ | HugS "	(Samus)	"Frootloop "	(Falco)	" SSBM Losers Semis "	uXAPl2gUew4
Melee	"Sweet Prologue "	" Duck "	(Samus)	"EMG | Kirbykaze "	(Sheik)	" SSBM Winners Finals "	BJTB6zrxUww
Melee	"Sweet Prologue "	" Crs.Chillin "	"(Fox, Marth)"	"FRQ | HugS "	(Samus)	" SSBM Losers Quarters "	xX860qF7knY
Melee	"Sweet Prologue "	" FRQ | HugS "	(Samus)	"ESI.GG | Prince Abu "	(Jigglypuff)	" SSBM "	UcsK2Fzdi4Q
Melee	"Sweet Prologue "	" Mike Haze "	(Fox)	"EMG | Kirbykaze "	(Sheik)	" SSBM Winners Quarters "	7qTCtyKSy9g
Melee	"Sweet Prologue "	" Ginger "	"(Fox, Falco)"	"EMG | Kirbybaze "	(Sheik)	" SSBM Top 32 Winners "	U4fEa7axoeQ
Melee	"Sweet Prologue "	" Frootloop "	(Falco)	"ESI.GG | Prince Abu "	(Jigglypugg)	" SSBM "	JqWPEYxvutY
Melee	"Sweet Prologue "	" tm "	(Ganondorf)	"EMG | Coastward "	(Ganon)	" SSBM Singles Pools "	jttiQqA18kY
Melee	"Sweet Prologue "	" Volt "	(Samus)	"FRQ | HugS "	(Samus)	" SSBM Singles Pools "	VWKiAwcNjBg
Melee	"Sweet Prologue "	" HoneyBaked "	(Fox)	"FRQ | HugS "	(Samus)	" SSBM Singles Pools "	jv1netBjLHc
Melee	"Sweet Prologue "	" THuGz "	(Fox)	"GDL | Beegs "	(Marth)	" SSBM Singles Pools "	7jaB8GnOkeQ
Melee	"Sweet Prologue "	" JWN | Nightmare "	(Marth)	"Iron "	(Falco)	" SSBM Singles Pools "	h-kwUfhCff0
Melee	"Sweet Prologue "	" Housewife "	(Fox)	"EMG | Kirby Kaze "	(Sheik)	" SSBM Singles Pools "	hGQCngP2q5E
Melee	"Sweet Prologue "	" ORLY & Frootloop "	None	"EMG | Kirbykaze & Crs.Chillin - SSBM Grand Finals - Mele"	None	e	XR5EQgdIpcU
Melee	"Sweet Prologue "	" Duck & ESI.GG | Prince Abu "	None	"ORLY & Frootloop - SSBM Losers Finals - Mele"	None	e	1f25ryJ04mY
Melee	"Sweet Prologue "	" ORLY & Frootloop "	None	"ESI GG | Prince Abu & Duck - SSBM Winners Semis - Mele"	None	e	7sOZwT2bqRE
Melee	"Sweet Prologie "	" Mike Haze & FRQ | HugS "	None	"Drephen & Hanky Panky - SSBM Winners Quarters - Mele"	None	e	YKgmAUVyRbo
Melee	"Sweet Prologue "	" Duck & EST.GG | Prince Abu "	None	"Crs.Chillin & EMG | Kirbykaze - SSBM WF - Mele"	None	e	pfww9VpnRFI
Melee	"Sweet Prologue "	" Crs.Chillin & EMG | Kirbykaze "	None	"Drephen & Hanky Panky - SSBM Semis - Mele"	None	e	WiHgglvONAE
Melee	"Sweet Prologue "	" Beach & KJH "	None	"Crs.Chillin & EMG | Kirbykaze - SSBM Doubles - Mele"	None	e	0Lk1wzcDs10
Melee	"Sweet Prologue "	" Duck & ESI.GG | Prince Abu "	None	"Kason & Sauc3 - SSBM Winners Quarters - Mele"	None	e	8wl_ntclEAw
Melee	"eet Prologue "	" Dre & Toadster "	None	"Crs.Chillin & EMG | Kirbykaze - SSBM Doubles - Mele"	None	e	ixt9r4KZRuM
SSB4	"S@X "	" LoF | False "	(Sheik)	"6WX "	(Sonic)	" SSB4 Losers Finals "	g4N-YJGIxvI
SSB4	"S@X "	" 6WX "	(Sonic)	"LoF | Nakat "	(Fox)	" SSB4 Winners Finals "	9aqOop1tco4
SSB4	"S@X "	" LoF | Keitaro "	(Falco)	"LoF | False "	"(Luigi, Sheik)"	" SSB4 Losers Semis "	v_6Qyd7TcYY
SSB4	"S@X "	" LoF | False "	(Sheik)	"VGz Junebug "	(Lucario)	" SSB4 Losers Quarters "	ij5zWSnKGj4
SSB4	"S@X "	" WS | Boss "	(Luigi)	"LoF | Nakat "	(Ness)	" SSB4 Winners Semis "	Ftcwan8lDKQ
SSB4	"S@X "	" Acid "	"(Captain Falcon)"	"LoF | False "	(Sheik)	" SSB4 Winners Quarters "	6GlL5L6vZcQ
SSB4	"S@X "	" WS | Boss "	(Luigi)	"VGz | Junebug "	(Lucario)	" SSB4 Winners Quarters "	3KGpTat0gTE
SSB4	"S@X "	" Shofu "	(Fox)	"WS | Boss "	(Luigi)	" SSB4 Singles "	dVAZN1_4HrU
SSB4	"S@X "	" LoF | Keitaro "	"(Diddy Kong)"	"NS | Seagull "	(Mario)	" SSB4 Singles "	cqCiiVNydYI
SSB4	"S@X "	" LoF | False "	(Sheik)	"Snow "	(Fox)	" SSB4 Singles "	z_pf582cTZQ
SSB4	"S@X "	" VGBC | GimR "	"(G&W, Puff)"	"Hat "	(Sheik)	" SSB4 Singles "	XhPWURJaLE0
SSB4	"S@X "	" LoF | Keitaro "	(Falco)	"Snowman Jones "	(Ness)	" SSB4 Singles "	NBtwmTn89Ko
SSB4	"S@X "	" VGBC | TKbreezy "	(WFT)	"Heaven Star "	"(Donkey Kong)"	" SSB4 Singles "	H0UQS__rCCY
SSB4	"S@X "	" LoF | Nakat "	"(Ness, Fox)"	"6WX "	(Sonic)	" SSB4 Grand Finals "	c2j6M-5KAkA
SSB4	"S@X "	" Nario "	"(Robin, Dark Pit)"	"LoF | Nakat "	(Fox)	" SSB4 Winners Finals "	RindphQ02vk
SSB4	"S@X "	" LoF | False "	(Luigi)	"LoF | Nakat "	"(Ness, Fox)"	" SSB4 Winners Semis "	1h-nyuxL-mQ
SSB4	"S@X "	" LoF | False "	(Sheik)	"BengalsRZ "	"(Zero Suit samus)"	" SSB4 Winners Quarters "	uiXHM3NacHc
SSB4	"S@X "	" 6WX "	(Sonic)	"LoF | NAKAT "	(Ness)	" SSB4 Winners Quarters "	p9qEEyROWFE
SSB4	"S@X "	" WS | Boss "	(Luigi)	"LoF | Keitaro "	"(Diddy Kong)"	" SSB4 Winners Quarters "	_D-fd0T4B5U
SSB4	"S@X "	" WS | Boss "	(Luigi)	"VGz | lloD "	(Peach)	" SSB4 Winners "	N7KY5NT9PtM
SSB4	"S@X "	" Uno "	(ROB)	"VGBC | Logic "	"(Diddy Kong, Olimar)"	" SSB4 Winners "	K3bkRxDvVLo
SSB4	"S@X "	" LoF | Nakat "	"(Ness, Fox)"	"Funbun "	(ROB)	" SSB4 Winners "	BarA_Qtk53U
SSB4	"S@X "	" Smash G0D "	(Luigi)	"VGBC | TKbreezy "	(WFT)	" SSb4 Winners "	wgXyWGA13kY
SSB4	"S@X "	" WS | Bolt "	"(ROB, Falcon)"	"LoF | False "	(Sheik)	" SSB4 Winners "	J8cqgeqVlpg
SSB4	"S@X "	" VGBC | GimR "	(G&W)	"Dynasty Odon "	(Falcon)	" SSB4 Winners "	LhbuZsZrDl0
SSB4	"S@X "	" Fool "	(Pikachu)	"VGBC | TKbreezy "	"(Marth, Doc)"	" SSB4 Winners "	qZJ-MfomiYw
SSB4	"S@X "	" VGz | Junebug "	(Lucario)	"Neo "	(Sheik)	" SSB4 Grand Finals "	hKFyOs2TTmg
SSB4	"S@X "	" Neo "	(Sheik)	"VGz | Seagull "	(Sonic)	" SSB4 Losers Finals "	TkzAcMbSTq4
SSB4	"S@X "	" WS | Boss "	(Luigi)	"VGBC | Logic "	"(Olimar, Diddy)"	" SSB4 Losers Top 8 "	lSRn2pjOWJk
SSB4	"S@X "	" Neo "	(Sheik)	"VGz | Seagull "	(Sonic)	" SSB4 Winners Semis "	jIxaxi6pgw0
SSB4	"S@X "	" Acid "	"(Captain Falcon)"	"VGz | Junebug "	(Lucario)	" SSB4 Winners Quarters "	cWPUSKRRwZU
SSB4	"S@X "	" Snow "	(Fox)	"VGz | Junebug "	(Lucario)	" SSB4 Singles "	lGcwG9mf6dQ
SSB4	"S@X "	" VGBC | Logic "	"(Diddy Kong, Olimar)"	"Squeak "	(ROB)	" SSB4 Singles "	3yDgOdwzCgE
SSB4	"S@X "	" VGz | Junebug "	(Lucario)	"Darkflame "	"(Captain Falcon)"	" SSB4 Singles "	wguc_Aj-W2Q
SSB4	"S@X "	" Grey Eyes "	(Megaman)	"CTRL | Unkn0wn "	"(Metaknight, Palutena)"	" SSB4 Singles "	aj0c1x0jVzs
SS64	"S@X "	" Shears "	(Pikachu)	"Apex | Nintendude "	"(Samus, Mario)"	" SSB64 Winners Finals "	hBQnzz-zY-k
SS64	"S@X "	" LD "	(Fox)	"Apex | Nintendude "	"(Falcon, Fox)"	" SSB64 Winners Finals "	BQAAiQd_dNs
Melee	"S@X "	" Plank "	"(Zelda, Marth)"	"Apex | Nintendude "	"(Ice Climbers)"	" SSBM Winners Finals "	bSam5v-5Y4c
Melee	"S@X "	" Jimmy "	(Peach)	"Apex | Nintendude "	"(Ice Climbers)"	" SSBM Winners Quarters "	l1Q7a1nwZbk
SSB4	"S@X "	" VGz | Seagull "	(Sonic)	"Guy "	"(Duck Hunt)"	" SSB4 Winners Quarters "	rA4txzUNqKY
SSB4	"S@X "	" VGBC | Logic "	"(Villager, Diddy)"	"Exist "	(Bowser)	" SSB4 Singles "	zzdMOm-Iu5I
SSB4	"S@X "	" Tanman "	(Lucina)	"VGz | Seagull "	(Sonic)	" SSB4 Singles "	PJ_X0kRVWUQ
SS64	"S@X "	" LD "	(Fox)	"Apex | Nintendude "	(Mario)	" SSB64 Grand Finals "	xl-ntqAcMDY
