SSB4	"CB2016 Doubles "	" Triple R & Jibra "	None	"Vexx | day & UR | Ned - SSB4 WQ - Smash Wii U - Smash "	None	4	RbWZh0KHijQ
SSB4	"S@X 151 "	" ZD "	(Luigi)	"VexX | Seagull Joe "	(Sonic)	" SSB4 Losers Quarters "	CMifKa9cCOE
SSB4	"S@X 151 "	" VexX | Seagull "	(Sonic)	"Angel Cortes "	"(Diddy Kong)"	" SSB4 WS "	UlLKyF0iYYw
SSB4	"S@X 151 "	" VexX | Seagull "	(Sonic)	"Tension "	(Fox)	" SSB4 Winners Quarters "	gACokKHlbhw
SSB4	"S@X 151 "	" EZG | Remzi "	(ZSS)	"C3PO "	(Diddy)	" SSB4 Winners Quarters "	4QtDkaE7Apg
SSB4	"S@X 151 "	" EZG | Remzi "	(ZSS)	"Max Ketchum "	(Cloud)	" SSB4 Tournament "	BqMelWRNvk0
SSB4	"S@X 151 "	" DG | Zephyr "	(Cloud)	"C3PO "	(Diddy)	" SSB4 Tournament "	ePRblDIggQY
SSB4	"S@X 151 "	" Osiris197 "	(Falco)	"LOR | Disgaea "	(G&W)	" SSB4 Tournament "	6pvxM6EC8Ao
SSB4	"S@X 151 "	" Tension "	(Ryu)	"VGBC | Aposl "	(Charizard)	" SSB4 Tournament "	gJWtU8nqBes
SSB4	"S@X 151 "	" VGBC | Gimr "	(G&W)	"Prof Guppy "	(Lucario)	" SSB4 Tournament "	W47PMJBvvQg
Melee	"S@X 151 "	" SSI | Zain "	(Marth)	"SmashG0D "	(Marth)	" SSBM Losers Quarters "	_Pod0x2yVdw
SSB4	"S@X 150 "	" EZG | Remzi "	(ZSS)	"Pinkfresh "	(Bayonetta)	" SSB4 Grand Finals "	FUhNOVMPqzI
SSB4	"S@X 150 "	" EZG | Remzi "	(ZSS)	"Mutiny | Apple "	(Diddy)	" SSB4 Losers Finals "	h8gMMDXri8M
SSB4	"S@X 150 "	" Parappa "	"(Bowser Jr.)"	"Mutiny | Apple "	(Diddy)	" SSB4 Losers Semis "	VmS2ZDiHyP4
SSB4	"S@X 150 "	" Mister Eric "	(R.O.B.)	"Mutiny | Apple "	(Diddy)	" SSB4 LQ "	DUymfCTPZt0
SSB4	"S@X 150 "	" Mister Eric "	(R.O.B.)	"EZG | Remzi "	(ZSS)	" SSB4 Winners Semis "	POdyIqtwwF0
SSB4	"S@X 150 "	" Pinkfresh "	(Bayonetta)	"Mutiny | Apple "	(Diddy)	" SSB4 WQ "	Mr-SYI9w82M
SSB4	"S@X 150 "	" Zage "	(Pac-Man)	"EZG | Remzi "	(ZSS)	" SSB4 Winners Quarters "	OMW2VnQiYeA
SSB4	"S@X 150 "	" Viceroy "	(Rosalina)	"FSG | Blazing Pasta "	(Peach)	" SSB4 WQ "	y7-R6mTNm7g
SSB4	"S@X 150 "	" Osiris197 "	(Falco)	"Mutiny | Apple "	(Diddy)	" SSB4 Tournament "	VpcM8lsjUZU
SSB4	"S@X 150 "	" Mister Eric "	(R.O.B.)	"DMG | James "	"(Luigi, Cloud)"	" SSB4 "	M0bz2SPRg7U
SSB4	"S@X 150 "	" TL | Vash "	(Marth)	"Dunnobro "	(Mario)	" SSB4 Tournament "	BLpD3lWE5yc
SSB4	"S@X 150 "	" Sova Unknown "	(Link)	"DG | Zephyr "	(Cloud)	" SSB4 Tournament "	l7I15_hY3K0
SSB4	"S@X 150 "	" RichieBusiness "	(Shiek)	"EMG | Remzi "	(ZSS)	" SSB4 Tournament "	PpEFz4rQFC0
Melee	"S@X 150 "	" Zain & Sypher "	None	"Liquid` Chillindude & OES | Milkman SSBM Doubles GF - Smash Mele"	None	e	aNVETK-el8o
Melee	"S@X 150 "	" Wenbo & Bones "	None	"OES | Milkman and Liquid` Chillendude SSBM Doubles WF - Smash Mele"	None	e	vKxNOzmOGrM
Melee	"S@X 150 "	" OES | Milkman "	(Fox)	"Zain "	(Marth)	" SSBM Losers Finals "	tfti-TbZFv4
Melee	"S@X 150 "	" Liquid` Chillin "	(Fox)	"OES | Milkman "	(Fox)	"  SSBM Winners Finals "	J8I0Y6KdMTI
Melee	"S@X 150 "	" Zain "	(Marth)	"OES | Milkman "	(Fox)	" SSBM Winners Semis "	GpKldI7Ky-s
Melee	"S@X 150 "	" Mike Melee "	(Falco)	"OES | Milkman "	(Fox)	" SSBM Winners Quarters "	PB51CYIrUnk
SSB4	"S@X 149 "	" TCG | Boss "	(Luigi)	"Disgaea "	(G&W)	" SSB4 Tournament "	0ls0YDG8J_E
SSB4	"S@X 149 "	" DTN8 | Darkflame "	"(Captain Falcon)"	"Zephyrus "	(Ryu)	" SSB4  "	liP7qJMAzyc
SSB4	"LVL Up Expo "	" 2GG | VoiD "	(Sheik)	"FAD | Larry Lurr "	(Fox)	" SSB4 LF "	FgqLu96-B8c
SSB4	"LVL Up Expo "	" ScAtt "	"(Mega Man)"	"FAD | Larry Lurr "	(Fox)	" SSB4 Losers Semis "	xeOvfJxM6tM
SSB4	"LVL Up Expo "	" Liquid' Nairo "	(ZSS)	"2GG | VoiD "	(Sheik)	" SSB4 Winners Finals "	JGw8hTCo8YM
SSB4	"LVL Up Expo "	" FAD | Larry Lurr "	(Fox)	"Saiki "	(Sheik)	" SSB4 Losers Quarters "	PNfN1Za6upU
SSB4	"LVL Up Expo "	" ScAtt "	"(Mega Man, Cloud)"	"NME | Tyrant "	(Metaknight)	" LQ "	E0nCMCc5gMc
SSB4	"LVL Up Expo "	" Liquid' Nairo "	(ZSS)	"NME | Tyrant "	(Metaknight)	" SSB4 WS "	vOtLC8n3y6c
SSB4	"LVL Up Expo "	" 2GG | VoiD "	(Sheik)	"FAD | Larry Lurr "	"(DK, Fox)"	" SSB4 WS "	MvkfrZ9aXYE
SSB4	"LVL Up Expo "	" TGZ | Saiki "	(Sheik)	"K9sbruce "	"(Sheik, Diddy Kong)"	" SSB4 "	nUx1q44YJmg
SSB4	"LVL Up Expo "	" NME | Tyrant & Fow "	None	"Liquid' Nairo & 2GG VoiD - SSB4 Grand Finals - Smash Wii "	None	U	2_4sgbMf4NM
SSB4	"LVL Up Expo "	" 2GG | VoiD & Liquid' Nairo "	None	"Sugoi | Z & PWRUP | Vash - SSB4 LS - Smash Wii "	None	U	w5RKGcOYiZQ
SSB4	"LVL Up Expo "	" Sugoi | Z & PWRUP | Vash "	None	"Terabite & IANB | Xero - SSB4 LQ - Smash Wii "	None	U	iqGbS_qTF-Y
SSB4	"LVL Up Expo "	" NME | Tyrant & Fow "	None	"PWRUP | Vash & SUGOI | Z - SSB4 Winners Semis - Smash Wii "	None	U	wtjgFX5_7Cw
SSB4	"LVL Up Expo "	" 2GG VoiD & Liquid | Nairo "	None	"PG | SS & K9sbruce - SSB4 Winners Semis - Smash Wii "	None	U	GLcnz6UfDAE
SSB4	"LVL Up Expo "	" FAD | Larry Lur "	(Fox)	"Falln "	(Rosalina)	" SSB4 WQ "	QTBqhF34iFo
SSB4	"LVL Up Expo "	" Fow "	(Ness)	"NME | Tyrant "	(Metaknight)	" SSB4 Winners Quarters "	tyzqn33jAA0
SSB4	"LVL Up Expo "	" PG | SS "	(Villager)	"Fow "	(Ness)	" SSB4 Top 32 "	tbycOfpAQRY
SSB4	"LVL Up Expo "	" Liquid | Nairo "	(ZSS)	"Navi "	(ROB)	" SSB4 Top 32 "	WhrLHVbIIX8
SSB4	"LVL Up Expo "	" TG | Diablo "	(Ryu)	"L3 Exo "	(Lucario)	" SSB4 Pools "	hLCZ-nwI7mM
SSB4	"LVL Up Expo "	" PUG | Vash "	"(Lil Mac)"	"PG | SS "	(Ness)	" SSB4 Pools "	HfBs-JX3AUE
SSB4	"LVL Up Expo "	" VGBC | TKBrezzy "	(Marth)	"Mr. NYX "	(Ness)	" SSB4 Pools "	2iRQ65JCzZ4
SSB4	"LVL Up Expo "	" FOW "	(Ness)	"VGBC | GimR "	(G&W)	" SSB4 Pools "	4cvLx392e8E
SSB4	"LVL Up Expo "	" AGP | JK "	(Bayonetta)	"Calculus "	(Bayonetta)	" SSB4 Pools "	V9KWJ5k3pDM
SSB4	"LVL Up Expo "	" 2GG | Void "	(Sheik)	"ReDux "	(Ike)	" SSB4 Pools "	jbA8Db_XfUI
SSB4	"LVL Up Expo "	" Shinta "	(Robin)	"PWEUP | Snoop "	(Yoshi)	" SSB4 Pools LF "	QLD-4_pgJd4
SSB4	"LVL Up Expo "	" NME | Xzax "	(Fox)	"Tav "	(Ness/Kirby)	" SSB4 Pools "	ShPHIJSU5Jg
SSB4	"LVL Up Expo "	" PWRUP | Navi "	(Rob)	"Xero "	(Rosalina)	" SSB4 Pools "	F41zVOIX4Zk
SSB4	"LVL Up Expo "	" FAD | Larry Lurr "	(Fox)	"Horse "	(Ness)	" SSB4 Pools "	4a7EaHQx1ts
SSB4	"S@X 148 "	" VGBC | Logic "	(Olimar)	"Mister Eric "	(R.O.B.)	" SSB4 Grand Finals "	mmbBc0vC-ig
SSB4	"S@X 148 "	" VGBC | Aposl "	(Charizard)	"INC | Snow "	(Fox)	" SSB4 Losers Semis "	ev_yea2lm-s
SSB4	"S@X 148 "	" INC | Snow "	(Fox)	"DunnoBro "	(Mario)	" SSB4 Losers Quarters "	SrjSN4UcwH8
SSB4	"S@X 148 "	" InC | Snow "	(Fox)	"VGBC | Logic "	(Olimar)	" SSB4 Winners Semis "	u4zhlafBjXI
SSB4	"S@X 148 "	" InC | Snow "	(Fox)	"VGBC | Aposl "	(Charizard)	" SSB4 WQ "	hj_KqIu4LbE
SSB4	"S@X 148 "	" Blur "	"(Captain Falcon)"	"VGBC | Logic "	(Olimar)	" SSB4 Tournament "	KZ5oeAQbq38
SSB4	"S@X 148 "	" Osiris197 "	(Falco)	"VGBC | GimR "	(G&W)	" SSB4 Tournament "	IDJO1b_YwVE
SSB4	"S@X 148 "	" SL | Kyo "	"(Sonic, Cloud)"	"VGBC | Aposl "	(Charizard)	" SSB4 "	eMoFAMcfV4k
SSB4	"S@X 148 "	" Vanity "	(G&W)	"VGBC | Aposl "	(Charizard)	" SSB4 Losers Top 8 "	l-UxsQt5dJM
SSB4	"S@X 147 "	" Pinkfresh "	(Lucas)	"VexX | Seagull Joe "	(Sonic)	" SSB4 GF "	8hMEa8ML2xo
SSB4	"S@X 147 "	" Pinkfresh "	(Lucas)	"VexX | Seagull Joe "	(Sonic)	" SSB4 WF "	u-FkyPGious
SSB4	"S@X 147 "	" ZD "	(Luigi)	"VexX | Seagull Joe "	(Sonic)	" SSB4 Winners Semis "	P6O3g6WuxBQ
SSB4	"S@X 147 "	" DMG | Zage "	(Pac-Man)	"Pinkfresh "	(Bayonetta)	" SSB4 WQ "	fp6LvIWSuSc
SSB4	"S@X 147 "	" DMG | Zage "	(Pac-Man)	"Pinkfresh "	(Bayonetta)	" SSB4 WQ "	fp6LvIWSuSc
SSB4	"S@X 147 "	" VexX | Seagull Joe "	(Sonic)	"Dexter "	(Corrin)	" SSB4 WQ "	dfhQPEjIJjE
SSB4	"S@X 147 "	" Kenny "	(Pikachu)	"ARC | Tension "	(Fox)	" "	-IybZXn29As
SSB4	"S@X 147 "	" Dexter "	(Corrin)	"DG | Zephyr "	(Cloud)	" SSB4 Tournament "	-zQwHtGzd4g
SSB4	"S@X 147 "	" ZD "	(Luigi)	"SL | Vanilla "	(ROB)	" "	3nuDQAq0MSo
SSB4	"S@X 146 "	" SU | The Wall "	(Yoshi)	"VexX | Seagull Joe "	"(Diddy, Sonic)"	" SSB4 GF "	OK5V6y2acX4
SSB4	"S@X 146 "	" Arc | Tension "	(Fox)	"VexX | Seagull Joe "	(Sonic)	" SSB4 WF "	zRhaEBZAwYY
SSB4	"S@X 146 "	" TCG | Boss "	"(Dr. Mario, Wario)"	"VexX | Seagull Joe "	(Sonic)	" SSB4 WS "	Hc259Ps1KDs
SSB4	"S@X 146 "	" ARC | Tension "	(Fox)	"HE | Mr. Eric "	(ROB)	" SSB4 Winners Quarters "	FD2tcj1njGw
SSB4	"S@X 146 "	" TCG | Boss "	(Luigi)	"DG | Zephyr "	(Cloud)	" SSB4 Winners Quarters "	f6tCqF3-VYA
SSB4	"S@X 146 "	" iQHQ | Raptor "	(Yoshi)	"DG | Zephyr "	(Cloud)	" SSB4 Tournament "	dSAi7SSBU-0
SSB4	"S@X 146 "	" Ya Boi "	(Lucas)	"VGBC | Aposl "	(Charizard)	" SSB4 Tournament "	Qh_HkHi5boQ
SSB4	"S@X 146 "	" DG | Zephyr "	(Cloud)	"Kaboom "	(Olimar)	" SSB4 Tournament "	N3OEtx7mBos
SSB4	"S@X 145 "	" DMG | Zage "	(Pac-Man)	"Pink Fresh "	(Bayonetta)	" Grand Finals "	95oqLd569xE
SSB4	"S@X 145 "	" RF7 | C3PO "	(Diddy)	"VexX | Seagull Joe "	(Sonic)	" Losers Quarters "	V5SW3DvKrz8
SSB4	"S@X 145 "	" DMG | Zage "	(Pac-Man)	"VexX | Seagull Joe "	(Sonic)	" Winners Semis "	_haHiSnfzBs
SSB4	"S@X 145 "	" Dexter "	"(Roy, Ness)"	"VexX | Seagull Joe "	(Sonic)	" Winners Quarters "	iDhhZYpOJZA
SSB4	"S@X 145 "	" Sage13 "	(Yoshi)	"DMG | Zage "	(Pac-Man)	" SSB4 Tournament "	Xj0kkYwMuxA
SSB4	"S@X 145 "	" NSM | Nika "	(Marth)	"Jae "	(Sheik)	" SSB4 Tournament "	XMo2jnm-Mxo
SSB4	"S@X 145 "	" Logic "	(Olimar)	"DMG | Zage "	(Pac-Man)	" SSB4 Tournament "	EwAWedvP4ek
SSB4	"S@X 145 "	" VGBC | TKBreezy "	(Marth)	"WDB Dnnr "	(Luigi)	" SSB4 Tournament "	dqMUOCAO_kc
SSB4	"S@X 144 "	" Viceroy "	(Rosalina)	"G5 | Dugan "	(Fox)	" SSB4 Grand Finals "	wSJDEFoTRBw
SSB4	"S@X 144 "	" G5 | Dugan "	(Fox)	"Viceroy "	(Rosalina)	" SSB4 Winners Finals "	tirOZz0sp9I
SSB4	"S@X 143 "	" EZG | Remzi "	"(Corrin, ZSS)"	"Pinkfresh "	"(Bayonetta, Lucas)"	" SSB4 GF "	RREuknz5Cww
SSB4	"S@X 143 "	" VGBC | Logic "	(Olimar)	"DunnoBro "	"(DHD, Mario)"	" SSB4 Losers Top 8 "	LDhYaRUGR14
SSB4	"S@X 144 "	" VGBC | Aposl "	(Charizard)	"Neo "	(Lucina)	" SSB4 Tournament "	5zwUgkvrPMc
SSB4	"S@X 143 "	" VGBC | GimR "	(G&W)	"Ya Boi "	(Lucas)	" SSB4 Tournament "	9OZ0TewnMnU
Melee	"FPVI "	" EMG | n0ne "	"(Captain Falcon, Ganondorf)"	"DizzKidBoogie "	(Samus)	" SSBM LS "	VgC0AQIIOb8
Melee	"FPVI "	" EMG | n0ne "	"(Captain Falcon)"	"Silent Swag "	(Sheik)	" SSBM Losers Quarters "	Rq6PEJSxKiE
